,Period,PersonID,Activity,WorkHours,WorkAmount,WIPFees,BillHours,BillAmount,ARFees,WUpDown,FeesCollected,WOff,Month,Year
6756,22023,7545,567082,0.6,264.0,0.0,8.0,2679.53,0.0,-840.47,856.65,0.0,2,2023
6757,32023,7550,566569,118.2,8865.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6758,22023,7691,568782,0.4,282.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6759,22023,7672,566232,10.5,6772.5,0.0,18.9,12190.5,0.0,0.0,580.5,0.0,2,2023
6760,32023,7863,626417,4.9,5218.5,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6761,32023,7446,563140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.81,0.0,3,2023
6762,22023,7700,626417,8.0,2840.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6763,12023,7379,536932,0.9,153.09,0.0,4.3,677.25,0.0,0.0,4.9,0.0,1,2023
6764,22023,7677,626416,0.0,0.0,0.0,0.2,191.22,0.0,12.22,191.22,0.0,2,2023
6765,22023,7542,569334,0.0,0.0,0.0,23.6,7434.0,0.0,0.0,0.0,0.0,2,2023
6766,32023,7690,566569,102.6,56430.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6767,12023,7379,536932,12.8,2177.28,0.0,10.7,1685.25,0.0,0.0,27.63,0.0,1,2023
6768,32023,7658,559692,0.2,37.0,0.0,0.3,55.5,0.0,0.0,0.0,0.0,3,2023
6769,32023,7779,626417,12.7,10287.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6770,32023,7411,536932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32934.64,0.0,3,2023
6771,32023,7601,569490,3.8,1349.01,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6772,12023,7786,556661,0.5,332.52,0.0,4.6,2829.16,0.0,-369.04,0.0,0.0,1,2023
6773,12023,7446,568727,0.0,0.0,0.0,0.0,0.0,0.0,-81.5,0.0,0.0,1,2023
6774,32023,7015,626417,18.9,17671.5,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6775,12023,6955,546387,20.3,17965.5,0.0,28.3,25045.5,0.0,0.0,24072.0,0.0,1,2023
6776,12023,7786,567358,0.0,0.0,0.0,1.6,907.95,0.0,-28.05,4369.37,0.0,1,2023
6777,12023,7860,626417,20.0,23900.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6778,22023,7804,558552,4.8,576.0,0.0,8.1,1074.72,0.0,102.72,0.0,0.0,2,2023
6779,22023,7863,569310,0.0,0.0,0.0,0.2,113.0,0.0,0.0,0.0,0.0,2,2023
6780,32023,7842,626417,1.0,1015.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6781,32023,7621,558361,0.8,98.0,0.0,9.4,0.0,0.0,-1300.25,0.0,0.0,3,2023
6782,32023,7677,558260,9.3,3417.78,0.0,4.48,1649.02,0.0,-78.24,843.78,0.0,3,2023
6783,22023,7446,544519,1.1,330.0,0.0,1.2,402.8,0.0,42.8,0.0,0.0,2,2023
6784,22023,7011,558686,0.0,0.0,0.0,0.6,126.0,0.0,0.0,0.0,0.0,2,2023
6785,32023,7446,569724,0.2,220.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6786,22023,7677,566163,0.0,0.0,0.0,0.0,0.0,0.0,-17577.0,20752.7,0.0,2,2023
6787,32023,7631,568451,0.0,0.0,0.0,0.2,0.0,0.0,-37.0,0.0,0.0,3,2023
6788,32023,7658,559692,0.0,0.0,0.0,0.6,111.0,111.0,0.0,0.0,0.0,3,2023
6789,12023,7020,567082,0.0,0.0,0.0,0.9,209.33,0.0,15.8,0.0,0.0,1,2023
6790,22023,6975,558552,1.0,120.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6791,12023,7813,567456,4.9,2548.0,0.0,0.4,135.0,0.0,-73.0,0.0,0.0,1,2023
6792,22023,7018,565946,0.0,0.0,0.0,0.0,0.0,0.0,-705.0,0.0,0.0,2,2023
6793,32023,7385,566309,3.1,1395.0,0.0,1.3,585.0,0.0,0.0,10530.0,0.0,3,2023
6794,12023,6975,567816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,1,2023
6795,32023,7542,569027,2.5,850.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6796,22023,7752,558361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.4,0.0,2,2023
6797,32023,7093,558361,0.0,0.0,0.0,0.6,0.0,0.0,-318.0,0.0,0.0,3,2023
6798,32023,7177,536932,1.1,532.95,0.0,0.0,0.0,0.0,0.0,520.49,0.0,3,2023
6799,32023,7522,536932,35.5,6887.0,0.0,0.0,0.0,0.0,0.0,8964.29,0.0,3,2023
6800,22023,7436,626417,2.7,1026.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6801,22023,7375,626415,3.5,3272.5,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6802,22023,7442,566751,6.6,1122.0,0.0,5.2,725.4,725.4,-158.6,0.0,0.0,2,2023
6803,32023,7853,565128,1.3,325.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6804,32023,7018,565285,0.0,0.0,0.0,11.3,5537.0,0.0,0.0,2148.0,0.0,3,2023
6805,12023,7677,568365,10.2,5059.2,0.0,1.5,1137.9,0.0,0.0,0.0,0.0,1,2023
6806,12023,6986,536932,17.6,11704.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6807,22023,6976,569665,0.0,0.0,0.0,6.7,5159.0,0.0,0.0,0.0,0.0,2,2023
6808,32023,7700,558361,2.3,301.88,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6809,22023,7379,536932,1.8,306.18,0.0,5.5,935.55,0.0,0.0,913.5,0.0,2,2023
6810,22023,7687,558260,0.0,0.0,0.0,1.6,234.11,0.0,24.11,0.0,0.0,2,2023
6811,22023,7509,564607,3.0,600.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6812,12023,7825,553516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9729.0,0.0,1,2023
6813,32023,7157,568849,0.7,175.03,0.0,0.8,200.02,0.0,0.0,0.0,0.0,3,2023
6814,32023,7694,566036,5.2,883.99,0.0,2.4,408.01,0.0,0.0,1751.0,0.0,3,2023
6815,22023,7446,567602,0.1,88.0,0.0,0.9,792.0,0.0,-326.0,0.0,0.0,2,2023
6816,32023,7150,569764,4.8,3336.0,0.0,0.0,0.0,0.0,-2293.5,12978.37,0.0,3,2023
6817,22023,6853,568230,0.3,61.51,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6818,32023,7463,558686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.07,0.0,3,2023
6819,32023,7484,626415,-1.9,-1738.5,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6820,12023,7616,557046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.5,0.0,1,2023
6821,12023,1460,568843,0.2,45.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6822,22023,7524,558361,1.1,176.0,0.0,3.3,0.0,0.0,-430.08,0.0,0.0,2,2023
6823,12023,7069,567082,5.6,1204.0,0.0,0.0,0.0,0.0,-1526.5,0.0,0.0,1,2023
6824,12023,7632,626417,29.7,37273.5,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6825,32023,7069,567082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.57,0.0,3,2023
6826,32023,7690,565946,1.7,952.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6827,12023,6975,558552,0.0,0.0,0.0,0.6,117.8,0.0,57.8,0.0,0.0,1,2023
6828,32023,7257,562643,0.0,0.0,0.0,3.77001,772.49,0.0,-27.0,348.96,0.0,3,2023
6829,32023,7805,626417,0.07,26.25,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6830,12023,7829,558361,0.0,0.0,0.0,4.3,0.0,0.0,-490.18,0.0,0.0,1,2023
6831,22023,7055,536932,0.7,465.5,0.0,0.0,0.0,0.0,0.0,7839.74,0.0,2,2023
6832,32023,6976,568568,1.0,650.0,0.0,1.0,650.0,0.0,0.0,1330.01,0.0,3,2023
6833,22023,7015,555675,0.9,495.0,0.0,0.8,440.0,0.0,0.0,440.0,0.0,2,2023
6834,32023,7783,626417,2.4,3036.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6835,12023,7097,558361,0.0,0.0,0.0,9.3,0.0,0.0,-3746.06,0.0,0.0,1,2023
6836,32023,7379,536932,28.5,4847.85,0.0,0.0,0.0,0.0,0.0,3279.41,0.0,3,2023
6837,22023,7446,567602,0.3,264.0,0.0,0.7,616.0,616.0,0.0,0.0,0.0,2,2023
6838,32023,6975,558552,1.6,192.0,0.0,1.18,142.3,0.0,10.3,682.87,0.0,3,2023
6839,32023,7189,569448,1.8,855.0,0.0,4.3,2042.5,0.0,0.0,241.92,158.87,3,2023
6840,12023,7008,626417,0.2,172.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6841,12023,7675,558260,17.9,9487.0,0.0,10.1,4068.28,0.0,0.0,8056.0,0.0,1,2023
6842,22023,7637,558361,3.9,1808.62,0.0,3.4,1576.75,0.0,0.0,4471.08,0.0,2,2023
6843,32023,7340,536932,1.1,201.74,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6844,32023,6853,568782,6.3,1512.0,0.0,1.1,181.56,0.0,-82.56,0.0,0.0,3,2023
6845,22023,7157,568849,0.8,200.0,0.0,6.6,1650.3,0.0,0.0,1400.0,0.0,2,2023
6846,12023,7446,540509,0.0,0.0,0.0,0.1,37.11,0.0,-44.39,0.0,0.0,1,2023
6847,32023,7524,558361,0.7,98.0,0.0,1.2,0.0,0.0,-168.0,0.0,0.0,3,2023
6848,22023,7825,626417,4.2,4305.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6849,12023,7804,558552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.58,0.0,1,2023
6850,12023,7621,558361,3.6,383.04,0.0,2.7,0.0,0.0,-287.28,0.0,0.0,1,2023
6851,32023,6880,536932,5.6,952.56,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6852,22023,7435,567823,0.0,0.0,0.0,17.9,6712.5,0.0,0.0,0.0,0.0,2,2023
6853,22023,6907,536932,1.0,510.0,0.0,0.0,0.0,0.0,0.0,301.75,0.0,2,2023
6854,32023,7666,555259,1.2,516.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6855,22023,7598,552290,0.0,0.0,0.0,0.0,-167.68,0.0,-167.68,0.0,0.0,2,2023
6856,12023,7772,567986,74.5,57588.5,0.0,40.6,28245.41,0.0,-3138.39,14748.84,0.0,1,2023
6857,12023,1461,548731,18.7,1421.2,1421.2,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6858,32023,7385,566751,40.6,18270.0,0.0,35.14,15811.86,15811.86,-3178.42,0.0,0.0,3,2023
6859,22023,7783,568757,0.4,260.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6860,12023,7853,568714,14.7,3307.5,0.0,24.8,5580.0,0.0,0.0,300.7,0.0,1,2023
6861,22023,7804,558552,2.1,252.0,0.0,5.0,663.4,0.0,63.4,0.0,0.0,2,2023
6862,12023,7055,536932,35.7,23740.5,0.0,51.0,28228.5,0.0,0.0,53.03,0.0,1,2023
6863,32023,7005,626417,3.9,2613.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6864,12023,7093,558361,18.1,7290.69,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6865,32023,7786,558262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8970.0,0.0,3,2023
6866,32023,7666,626417,0.08,59.6,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6867,32023,7672,566232,9.3,5998.5,0.0,10.5,6772.5,0.0,0.0,645.0,0.0,3,2023
6868,12023,7389,626416,0.7,248.5,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6869,12023,7860,545372,0.0,0.0,0.0,3.4,3005.6,0.0,0.0,0.0,0.0,1,2023
6870,32023,7442,566751,12.0,2040.0,0.0,4.48,764.42,764.42,-153.8,0.0,0.0,3,2023
6871,32023,7471,626417,24.0,8760.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6872,22023,6854,536932,0.0,0.0,0.0,6.3,2777.16,0.0,-1632.84,8530.62,0.0,2,2023
6873,12023,7496,626417,7.09,3013.25,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6874,22023,7752,558361,0.9,118.12,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6875,22023,7389,626416,0.8,284.0,0.0,2.6,900.0,0.0,42.0,900.0,0.0,2,2023
6876,22023,7446,553526,0.1,88.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6877,32023,7446,552867,0.1,88.0,0.0,0.2,176.0,0.0,0.0,489.0,0.0,3,2023
6878,32023,6956,626417,1.0,615.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6879,22023,6976,626417,9.5,9975.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6880,12023,7677,557178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1,2023
6881,12023,7396,626416,0.5,172.5,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6882,12023,7524,558361,0.7,85.12,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6883,22023,7522,626417,13.7,4863.5,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6884,32023,7394,558361,4.9,1800.76,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6885,22023,6956,536932,0.0,0.0,0.0,0.8,292.64,0.0,0.0,0.0,0.0,2,2023
6886,22023,7813,567456,3.4,1768.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6887,12023,7150,626417,13.2,13464.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6888,22023,7158,626416,3.4,1207.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6889,22023,7677,558361,1.1,583.0,0.0,2.0,0.0,0.0,-805.56,0.0,0.0,2,2023
6890,22023,7842,536932,0.8,560.0,0.0,0.0,0.0,0.0,0.0,692.58,0.0,2,2023
6891,12023,6854,536932,0.0,0.0,0.0,1.8,996.3,0.0,0.0,176.94,0.0,1,2023
6892,32023,7157,562643,10.1,1631.15,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6893,32023,6915,536932,0.2,34.02,0.0,0.0,0.0,0.0,0.0,5.55,0.0,3,2023
6894,22023,7446,544519,0.1,30.0,0.0,0.1,30.4,0.0,0.4,0.0,0.0,2,2023
6895,22023,7446,546655,0.2,176.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6896,22023,7675,558262,26.5,17225.0,0.0,30.8,20000.0,0.0,-20.0,20000.0,0.0,2,2023
6897,32023,7446,544519,0.2,60.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6898,22023,6857,626417,8.0,2920.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6899,22023,7097,536932,1.9,947.72,0.0,0.0,0.0,0.0,0.0,3.87,0.0,2,2023
6900,12023,7854,536932,1.1,401.5,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6901,22023,6975,558552,0.9,108.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6902,22023,7456,548731,0.0,0.0,0.0,1.1,84.7,0.0,-77.0,0.0,0.0,2,2023
6903,12023,7015,548843,3.9,2457.0,0.0,0.0,0.0,0.0,0.0,1915.2,0.0,1,2023
6904,12023,7522,548731,2.5,407.5,407.5,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6905,12023,7616,626417,1.9,2261.5,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6906,22023,7189,566751,1.0,600.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6907,32023,7018,569484,24.6,14391.0,0.0,3.0,1404.0,0.0,-468.0,15385.5,0.0,3,2023
6908,32023,7055,536932,3.5,2327.5,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6909,12023,7863,562081,4.2,2205.0,0.0,0.7,367.5,0.0,0.0,0.0,0.0,1,2023
6910,12023,7262,548731,0.2,93.8,93.8,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6911,12023,7036,568162,2.3,460.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6912,32023,7748,626416,2.5,1550.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6913,32023,6829,536932,-1.8,-349.2,0.0,0.0,0.0,0.0,0.0,14657.24,0.0,3,2023
6914,22023,7829,558361,0.2,30.0,0.0,0.3,0.0,0.0,-34.21,0.0,0.0,2,2023
6915,12023,7142,626417,24.0,33600.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6916,12023,6975,558552,0.3,36.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6917,32023,6975,558552,0.4,48.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6918,12023,7172,626417,0.5,177.5,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6919,22023,7446,567602,0.0,0.0,0.0,0.2,176.0,176.0,0.0,0.0,0.0,2,2023
6920,32023,7632,558324,16.0,10640.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6921,12023,7278,536932,0.0,0.0,0.0,31.8,11877.3,0.0,0.0,140.22,0.0,1,2023
6922,32023,7700,558361,1.1,144.39,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6923,22023,7524,558361,0.7,112.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6924,12023,7550,562643,2.5,800.0,0.0,0.5,186.4,0.0,26.4,0.0,0.0,1,2023
6925,22023,7008,626417,1.7,1462.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6926,22023,6975,558552,1.1,132.0,0.0,2.0,265.4,0.0,25.4,0.0,0.0,2,2023
6927,22023,7389,626416,4.5,1597.5,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6928,32023,7854,536932,0.2,69.36,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6929,22023,7632,626417,0.7,878.5,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6930,12023,7172,567240,0.0,0.0,0.0,0.4,100.0,0.0,0.0,219.81,30.19,1,2023
6931,22023,7396,626416,0.3,103.5,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6932,32023,6975,558552,1.1,132.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6933,12023,7150,626417,4.2,4284.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6934,12023,7446,557464,0.4,352.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6935,32023,6880,626417,0.06,21.3,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6936,32023,7446,544519,0.2,60.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6937,22023,7446,544519,0.2,60.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6938,12023,7752,558361,1.1,144.38,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6939,22023,7727,626417,1.0,935.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6940,22023,7340,536932,0.0,0.0,0.0,1.1,201.74,198.85,0.0,0.0,0.0,2,2023
6941,32023,7843,626417,3.0,3315.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6942,12023,7641,626417,1.0,1155.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6943,22023,7022,536932,24.6,12915.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6944,22023,6976,569726,0.5,375.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6945,32023,7262,548731,0.8,375.2,375.2,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6946,22023,7549,569756,0.6,531.02,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6947,22023,7524,558361,0.7,112.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6948,12023,7524,558361,0.7,85.12,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6949,22023,7677,558361,3.8,1994.12,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6950,22023,7658,567780,1.5,360.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6951,12023,7548,536932,0.5,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6952,22023,7513,626417,1.9,2004.5,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6953,22023,7637,626417,45.6,52668.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6954,32023,7189,566751,1.5,900.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6955,32023,7043,536932,7.2,1656.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6956,22023,7700,558361,0.0,0.0,0.0,0.6,0.0,0.0,-90.0,0.0,0.0,2,2023
6957,22023,7854,536932,11.6,4022.88,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6958,32023,7513,626416,14.1,14875.5,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6959,32023,7446,556815,0.1,81.5,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6960,32023,7706,567239,1.1,247.5,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6961,12023,7436,536932,0.0,0.0,0.0,17.5,2756.25,0.0,0.0,0.0,0.0,1,2023
6962,32023,7020,567082,0.3,64.51,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6963,12023,7658,626417,16.0,5840.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6964,22023,7700,558361,0.0,0.0,0.0,3.3,495.0,0.0,0.0,0.0,0.0,2,2023
6965,12023,7565,567823,0.6,306.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6966,32023,6905,567531,-4.5,-6300.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6967,12023,7565,566569,0.7,486.5,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6968,22023,7316,626417,5.3,528.8,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6969,12023,6910,545372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,1,2023
6970,22023,7015,555675,0.8,440.0,0.0,0.0,0.0,0.0,0.0,770.0,0.0,2,2023
6971,12023,6829,536932,0.3,58.2,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6972,22023,7665,536932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6629.2,0.0,2,2023
6973,32023,7548,536932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.87,0.0,3,2023
6974,32023,7446,568544,0.0,0.0,0.0,0.6,411.0,411.0,0.0,0.0,0.0,3,2023
6975,32023,7804,558552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.91,0.0,3,2023
6976,12023,7804,558552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,1,2023
6977,32023,1460,568689,0.0,0.0,0.0,0.2,39.0,0.0,-36.0,0.0,0.0,3,2023
6978,22023,6931,569522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.51,0.0,2,2023
6979,22023,6953,626417,8.0,4160.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6980,32023,7545,567082,3.3,1452.0,0.0,6.1,2678.8,0.0,-577.2,3214.72,0.0,3,2023
6981,12023,7334,536932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.21,0.0,1,2023
6982,12023,7189,566751,30.5,18300.0,0.0,3.1,1782.5,0.0,0.0,3105.0,0.0,1,2023
6983,22023,7486,568690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.06,0.0,2,2023
6984,22023,7340,626417,0.3,84.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6985,12023,6853,568230,0.5,102.51,0.0,1.9,389.51,0.0,0.0,369.0,0.0,1,2023
6986,32023,7422,568815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.14,35.45,3,2023
6987,12023,7863,552938,0.9,405.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6988,22023,7752,558361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.8,0.0,2,2023
6989,12023,7412,569628,0.6,564.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
6990,32023,7853,562081,4.8,1704.0,0.0,8.7,3088.5,0.0,0.0,31.07,0.0,3,2023
6991,22023,7486,569610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4345.0,0.0,2,2023
6992,32023,7524,558361,0.0,0.0,0.0,0.4,0.0,0.0,-56.0,0.0,0.0,3,2023
6993,32023,6904,566083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.5,0.0,3,2023
6994,32023,7748,626416,4.5,2790.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
6995,12023,7603,536932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,1,2023
6996,32023,7177,558260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.99,0.0,3,2023
6997,22023,7706,567237,1.1,203.51,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
6998,22023,6922,547184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0,2,2023
6999,32023,6910,626417,29.6,10508.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
7000,32023,7150,568859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7068.6,0.0,3,2023
7001,22023,7375,568140,0.0,0.0,0.0,1.2,830.4,0.0,0.0,1245.6,0.0,2,2023
7002,22023,7020,567082,0.3,64.51,0.0,0.9,147.33,0.0,-46.2,302.31,0.0,2,2023
7003,22023,7446,626417,44.9,39512.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
7004,32023,7748,626416,2.0,1240.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
7005,12023,7863,550018,1.2,540.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
7006,22023,7036,626415,2.1,745.5,0.0,0.0,0.0,0.0,-639.0,0.0,0.0,2,2023
7007,32023,7262,626417,0.4,372.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
7008,12023,7177,626417,2.0,1870.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
7009,22023,7666,567410,97.5,48262.65,0.0,97.5,48262.61,0.0,0.0,140166.1,0.0,2,2023
7010,22023,7069,567082,2.1,451.5,0.0,0.0,0.0,0.0,-1892.0,0.0,0.0,2,2023
7011,22023,7621,558361,10.0,1363.26,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
7012,22023,7093,626417,1.4,1484.0,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
7013,12023,7550,626417,0.1,52.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
7014,12023,7804,558552,0.0,0.0,0.0,0.9,212.0,0.0,104.0,415.52,0.0,1,2023
7015,12023,6854,536932,0.0,0.0,0.0,0.2,110.7,0.0,0.0,13.61,0.0,1,2023
7016,22023,7752,558361,1.0,131.27,,0.0,0.0,0.0,0.0,0.0,0.0,2,2023
7017,12023,7238,548731,0.8,435.2,435.2,0.0,0.0,0.0,0.0,0.0,0.0,1,2023
7018,32023,7524,558361,0.7,98.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
7019,32023,7334,536932,2.7,483.3,0.0,0.0,0.0,0.0,0.0,483.9,0.0,3,2023
7020,32023,6829,536932,0.4,77.6,0.0,0.0,0.0,0.0,0.0,63.71,0.0,3,2023
